blknum,value
1169152,{2020-09-02 20:13:24.099+00 .. 2020-09-02 20:14:05.427+00}
1169280,{2020-09-02 20:13:49.441+00 .. 2020-09-02 20:14:22.312+00}
1169408,{2020-09-02 20:14:10.396+00 .. 2020-09-02 20:14:46.718+00}
1169536,{2020-09-02 20:14:31.527+00 .. 2020-09-02 20:15:10.392+00}
1169664,{2020-09-02 20:14:55.847+00 .. 2020-09-02 20:15:32.871+00}
1169792,{2020-09-02 20:15:18.124+00 .. 2020-09-02 20:23:10.649+00}
1169920,{2020-09-02 20:15:46.419+00 .. 2020-09-02 20:23:11.105+00}
1170048,{2020-09-02 20:17:46.868+00 .. 2020-09-06 19:19:25.957+00}
1170176,{2020-09-02 20:23:04.675+00 .. 2020-09-06 19:19:26.189+00}
1170304,{2020-09-02 20:37:51.156+00 .. 2020-09-06 19:36:09.582+00}
1170432,{2020-09-02 20:40:35.62+00 .. 2020-09-02 20:45:54.735+00}
1170560,{2020-09-02 20:43:39.408+00 .. 2020-09-06 19:38:00.371+00}
1170688,{2020-09-02 20:46:01.989+00 .. 2020-09-06 22:11:12.12+00}
1170816,{2020-09-02 20:56:05.833+00 .. 2020-09-06 03:13:41.663+00}
1170944,{2020-09-02 20:58:53.37+00 .. 2020-09-06 03:27:20.241+00}
1171072,{2020-09-02 21:01:20.376+00 .. 2020-09-02 21:04:19.87+00}
1171200,{2020-09-02 21:03:16.789+00 .. 2020-09-06 04:14:53.709+00}
1171328,{2020-09-02 21:08:23.151+00 .. 2020-09-06 04:16:43.091+00}
1171456,{2020-09-02 21:18:34.478+00 .. 2020-09-06 04:16:43.11+00}
1171584,{2020-09-02 21:58:57.382+00 .. 2020-09-06 19:19:20.212+00}
1171712,{2020-09-02 22:03:44.387+00 .. 2020-09-02 22:04:19.839+00}
1171840,{2020-09-02 22:04:06.028+00 .. 2020-09-02 22:48:17.629+00}
1171968,{2020-09-02 22:04:28.82+00 .. 2020-09-03 02:50:39.178+00}
1172096,{2020-09-02 22:15:05.66+00 .. 2020-09-03 02:50:39.59+00}
1172224,{2020-09-02 23:02:46.184+00 .. 2020-09-03 02:12:28.542+00}
1172352,{2020-09-02 23:11:37.137+00 .. 2020-09-03 03:18:27.2+00}
1172480,{2020-09-03 02:33:00.047+00 .. 2020-09-04 19:46:20.899+00}
1172608,{2020-09-04 01:13:32.332+00 .. 2020-09-04 16:49:01.103+00}
1172736,{2020-09-04 04:04:10.214+00 .. 2020-09-06 22:11:15.168+00}
1172864,{2020-09-04 16:49:44.466+00 .. 2020-09-07 01:54:04.273+00}
1172992,{2020-09-04 22:00:46.421+00 .. 2020-09-07 02:22:37.848+00}
1173120,{2020-09-04 22:18:29.96+00 .. 2020-09-07 02:22:40.84+00}
1173248,{2020-09-04 22:25:42.956+00 .. 2020-09-07 02:22:42.059+00}
1173376,{2020-09-04 22:36:35.624+00 .. 2020-09-04 22:38:36.294+00}
1173504,{2020-09-04 22:38:27.611+00 .. 2020-09-04 22:40:02.181+00}
1173632,{2020-09-04 22:38:45.344+00 .. 2020-09-04 22:40:19.691+00}
1173760,{2020-09-04 22:40:11.205+00 .. 2020-09-04 22:40:38.217+00}
1173888,{2020-09-04 22:40:30.253+00 .. 2020-09-04 22:41:24.086+00}
1174016,{2020-09-04 22:41:16.418+00 .. 2020-09-04 22:41:41.666+00}
1174144,{2020-09-04 22:41:34.024+00 .. 2020-09-04 22:42:27.761+00}
1174272,{2020-09-04 22:42:12.571+00 .. 2020-09-04 22:52:54.896+00}
1174400,{2020-09-04 22:52:43.978+00 .. 2020-09-04 22:53:39.966+00}
1174528,{2020-09-04 22:53:30.709+00 .. 2020-09-04 22:53:58.262+00}
1174656,{2020-09-04 22:53:50.743+00 .. 2020-09-04 22:54:13.837+00}
1174784,{2020-09-04 22:54:05.429+00 .. 2020-09-04 22:54:25.582+00}
1174912,{2020-09-04 22:54:18.975+00 .. 2020-09-04 22:55:02.295+00}
1175040,{2020-09-04 22:54:53.879+00 .. 2020-09-04 22:55:20.524+00}
1175168,{2020-09-04 22:55:11.778+00 .. 2020-09-04 22:55:42.195+00}
1175296,{2020-09-04 22:55:33.916+00 .. 2020-09-07 02:26:23.635+00}
1175424,{2020-09-04 22:55:51.535+00 .. 2020-09-04 22:56:18.848+00}
1175552,{2020-09-04 22:56:07.653+00 .. 2020-09-04 23:20:35.501+00}
1175680,{2020-09-04 22:58:05.098+00 .. 2020-09-07 02:26:23.767+00}
1175808,{2020-09-04 23:35:44.218+00 .. 2020-09-07 02:51:22.345+00}
1175936,{2020-09-05 04:06:09.923+00 .. 2020-09-07 03:04:29.825+00}
1176064,{2020-09-05 15:33:18.526+00 .. 2020-09-05 16:22:20.07+00}
1176192,{2020-09-05 16:22:03.775+00 .. 2020-09-05 16:23:27.333+00}
1176320,{2020-09-05 16:23:17.127+00 .. 2020-09-05 16:24:11.852+00}
1176448,{2020-09-05 16:24:04.357+00 .. 2020-09-05 16:25:02.625+00}
1176576,{2020-09-05 16:24:45.571+00 .. 2020-09-05 16:25:35.902+00}
1176704,{2020-09-05 16:25:21.823+00 .. 2020-09-05 16:26:46.075+00}
1176832,{2020-09-05 16:26:12.691+00 .. 2020-09-05 16:27:46.649+00}
1176960,{2020-09-05 16:27:26.168+00 .. 2020-09-05 16:28:35.683+00}
1177088,{2020-09-05 16:28:22.313+00 .. 2020-09-05 16:29:30.485+00}
1177216,{2020-09-05 16:29:14.171+00 .. 2020-09-05 16:59:02.416+00}
1177344,{2020-09-05 16:30:11.319+00 .. 2020-09-05 16:59:55.176+00}
1177472,{2020-09-05 16:59:37.959+00 .. 2020-09-05 17:00:40.447+00}
1177600,{2020-09-05 17:00:30.993+00 .. 2020-09-05 17:01:08.756+00}
1177728,{2020-09-05 17:01:01.008+00 .. 2020-09-05 17:01:35.586+00}
1177856,{2020-09-05 17:01:28.55+00 .. 2020-09-05 17:02:04.922+00}
1177984,{2020-09-05 17:01:58.714+00 .. 2020-09-05 17:03:06.448+00}
1178112,{2020-09-05 17:02:52.27+00 .. 2020-09-05 17:03:47.373+00}
1178240,{2020-09-05 17:03:39.827+00 .. 2020-09-05 17:04:23.592+00}
1178368,{2020-09-05 17:04:14.875+00 .. 2020-09-05 17:04:56.626+00}
1178496,{2020-09-05 17:04:47.74+00 .. 2020-09-05 17:05:51.281+00}
1178624,{2020-09-05 17:05:31.068+00 .. 2020-09-05 17:06:48.355+00}
1178752,{2020-09-05 17:06:35.187+00 .. 2020-09-05 17:21:36.654+00}
1178880,{2020-09-05 17:21:13.043+00 .. 2020-09-05 17:26:28.175+00}
1179008,{2020-09-05 17:26:13.345+00 .. 2020-09-05 17:28:44.464+00}
1179136,{2020-09-05 17:28:03.463+00 .. 2020-09-05 17:29:29.166+00}
1179264,{2020-09-05 17:29:09.429+00 .. 2020-09-05 17:30:01.374+00}
1179392,{2020-09-05 17:29:53.88+00 .. 2020-09-05 17:30:30.004+00}
1179520,{2020-09-05 17:30:22.918+00 .. 2020-09-05 17:30:58.356+00}
1179648,{2020-09-05 17:30:51.06+00 .. 2020-09-05 17:33:02.808+00}
1179776,{2020-09-05 17:31:25.234+00 .. 2020-09-05 17:33:25.409+00}
1179904,{2020-09-05 17:33:20.415+00 .. 2020-09-05 17:33:49.704+00}
1180032,{2020-09-05 17:33:43.377+00 .. 2020-09-05 17:34:46.507+00}
1180160,{2020-09-05 17:34:40.391+00 .. 2020-09-05 17:35:13.171+00}
1180288,{2020-09-05 17:35:07.71+00 .. 2020-09-05 17:35:35.996+00}
1180416,{2020-09-05 17:35:30.844+00 .. 2020-09-05 17:35:58.612+00}
1180544,{2020-09-05 17:35:52.937+00 .. 2020-09-05 17:36:23.669+00}
1180672,{2020-09-05 17:36:18.493+00 .. 2020-09-05 17:36:47.042+00}
1180800,{2020-09-05 17:36:41.363+00 .. 2020-09-05 17:37:07.951+00}
1180928,{2020-09-05 17:37:02.546+00 .. 2020-09-05 17:37:32.549+00}
1181056,{2020-09-05 17:37:24.877+00 .. 2020-09-05 17:37:56.159+00}
1181184,{2020-09-05 17:37:50.059+00 .. 2020-09-05 17:38:15.865+00}
1181312,{2020-09-05 17:38:10.58+00 .. 2020-09-05 22:55:27.781+00}
1181440,{2020-09-05 22:31:17.961+00 .. 2020-09-05 23:34:31.616+00}
1181568,{2020-09-05 22:45:15.046+00 .. 2020-09-06 00:55:43.827+00}
1181696,{2020-09-06 00:21:35.177+00 .. 2020-09-06 22:29:09.341+00}
1181824,{2020-09-06 04:04:20.531+00 .. 2020-09-06 22:46:09.996+00}
1181952,{2020-09-06 22:31:53.276+00 .. 2020-09-07 00:49:49.158+00}
1182080,{2020-09-06 22:56:23.979+00 .. 2020-09-07 00:43:45.954+00}
1182208,{2020-09-06 23:30:43.732+00 .. 2020-09-07 19:58:19.329+00}
1182336,{2020-09-07 04:03:50.556+00 .. 2020-09-07 15:05:43.687+00}
1182464,{2020-09-07 15:05:25.951+00 .. 2020-09-07 15:26:39.78+00}
1182592,{2020-09-07 15:26:31.511+00 .. 2020-09-07 15:27:19.53+00}
1182720,{2020-09-07 15:27:11.11+00 .. 2020-09-07 15:27:52.909+00}
1182848,{2020-09-07 15:27:46.134+00 .. 2020-09-07 15:28:20.409+00}
1182976,{2020-09-07 15:28:13.927+00 .. 2020-09-07 15:28:51.145+00}
1183104,{2020-09-07 15:28:44.584+00 .. 2020-09-07 15:29:26.151+00}
1183232,{2020-09-07 15:29:14.911+00 .. 2020-09-07 15:29:55.503+00}
1183360,{2020-09-07 15:29:47.551+00 .. 2020-09-07 15:30:26.672+00}
1183488,{2020-09-07 15:30:18.742+00 .. 2020-09-07 15:30:56.09+00}
1183616,{2020-09-07 15:30:49.314+00 .. 2020-09-07 15:31:26.752+00}
1183744,{2020-09-07 15:31:19.817+00 .. 2020-09-07 15:32:12.938+00}
1183872,{2020-09-07 15:32:06.172+00 .. 2020-09-07 15:32:43.164+00}
1184000,{2020-09-07 15:32:36.681+00 .. 2020-09-07 15:33:58.611+00}
1184128,{2020-09-07 15:33:49.356+00 .. 2020-09-07 15:37:03.602+00}
1184256,{2020-09-07 15:36:57.602+00 .. 2020-09-07 15:37:29.505+00}
1184384,{2020-09-07 15:37:23.414+00 .. 2020-09-07 15:37:55.539+00}
1184512,{2020-09-07 15:37:49.302+00 .. 2020-09-07 15:38:16.277+00}
1184640,{2020-09-07 15:38:11.071+00 .. 2020-09-07 15:38:40.689+00}
1184768,{2020-09-07 15:38:28.962+00 .. 2020-09-07 15:39:06.16+00}
1184896,{2020-09-07 15:38:53.655+00 .. 2020-09-07 15:39:35.085+00}
1185024,{2020-09-07 15:39:23.464+00 .. 2020-09-07 15:39:54.907+00}
1185152,{2020-09-07 15:39:46.463+00 .. 2020-09-07 15:40:23.55+00}
1185280,{2020-09-07 15:40:11.955+00 .. 2020-09-07 15:40:46.757+00}
1185408,{2020-09-07 15:40:34.191+00 .. 2020-09-07 15:41:14.91+00}
1185536,{2020-09-07 15:41:02.178+00 .. 2020-09-07 15:41:41.24+00}
1185664,{2020-09-07 15:41:25.312+00 .. 2020-09-07 15:42:04.227+00}
1185792,{2020-09-07 15:41:54.782+00 .. 2020-09-07 15:42:48.453+00}
1185920,{2020-09-07 15:42:37.463+00 .. 2020-09-07 15:43:10.555+00}
1186048,{2020-09-07 15:43:00.585+00 .. 2020-09-07 16:20:27.421+00}
1186176,{2020-09-07 16:20:22.726+00 .. 2020-09-07 16:20:53.311+00}
1186304,{2020-09-07 16:20:47.297+00 .. 2020-09-07 16:21:16.211+00}
1186432,{2020-09-07 16:21:10.802+00 .. 2020-09-07 16:21:41.96+00}
1186560,{2020-09-07 16:21:36.42+00 .. 2020-09-07 16:22:11.817+00}
1186688,{2020-09-07 16:22:03.166+00 .. 2020-09-07 16:22:44.69+00}
1186816,{2020-09-07 16:22:37.482+00 .. 2020-09-07 16:23:22.614+00}
1186944,{2020-09-07 16:23:17.305+00 .. 2020-09-07 16:23:58.55+00}
1187072,{2020-09-07 16:23:49.491+00 .. 2020-09-07 16:24:31.613+00}
1187200,{2020-09-07 16:24:23.772+00 .. 2020-09-07 16:25:06.612+00}
1187328,{2020-09-07 16:24:58.667+00 .. 2020-09-07 16:25:39.443+00}
1187456,{2020-09-07 16:25:31.597+00 .. 2020-09-07 16:26:15.885+00}
1187584,{2020-09-07 16:26:07.19+00 .. 2020-09-07 16:26:40.88+00}
1187712,{2020-09-07 16:26:31.388+00 .. 2020-09-07 16:27:04.743+00}
1187840,{2020-09-07 16:26:55.564+00 .. 2020-09-07 16:27:26.161+00}
1187968,{2020-09-07 16:27:17.088+00 .. 2020-09-07 16:27:52.988+00}
1188096,{2020-09-07 16:27:42.675+00 .. 2020-09-07 16:28:10.837+00}
1188224,{2020-09-07 16:28:02.724+00 .. 2020-09-07 16:28:40.748+00}
1188352,{2020-09-07 16:28:27.573+00 .. 2020-09-07 16:29:01.742+00}
1188480,{2020-09-07 16:28:48.589+00 .. 2020-09-07 16:29:25.306+00}
1188608,{2020-09-07 16:29:12.745+00 .. 2020-09-07 16:29:51.461+00}
1188736,{2020-09-07 16:29:39.742+00 .. 2020-09-07 16:30:09.758+00}
1188864,{2020-09-07 16:29:57.783+00 .. 2020-09-07 16:30:32.351+00}
1188992,{2020-09-07 16:30:20.377+00 .. 2020-09-08 20:57:33.11+00}
1189120,{2020-09-07 22:40:04.745+00 .. 2020-09-08 21:34:33.847+00}
1189248,{2020-09-07 23:02:18.265+00 .. 2020-09-08 21:34:42.295+00}
1189376,{2020-09-08 02:23:17.941+00 .. 2020-09-09 19:19:29.623+00}
1189504,{2020-09-08 10:00:11.971+00 .. 2020-09-09 19:42:29.798+00}
1189632,{2020-09-08 17:20:55.335+00 .. 2020-09-08 17:21:43.402+00}
1189760,{2020-09-08 17:21:36.367+00 .. 2020-09-08 17:22:22.316+00}
1189888,{2020-09-08 17:22:14.9+00 .. 2020-09-08 17:22:45.441+00}
1190016,{2020-09-08 17:22:38.588+00 .. 2020-09-08 17:23:15.807+00}
1190144,{2020-09-08 17:23:08.255+00 .. 2020-09-08 17:23:41.707+00}
1190272,{2020-09-08 17:23:35.107+00 .. 2020-09-08 17:24:06.055+00}
1190400,{2020-09-08 17:24:00.221+00 .. 2020-09-08 17:24:40.718+00}
1190528,{2020-09-08 17:24:31.07+00 .. 2020-09-09 21:17:06.447+00}
1190656,{2020-09-08 17:25:05.542+00 .. 2020-09-08 17:25:46.941+00}
1190784,{2020-09-08 17:25:39.372+00 .. 2020-09-08 17:26:21.709+00}
1190912,{2020-09-08 17:26:15.087+00 .. 2020-09-08 17:26:54.773+00}
1191040,{2020-09-08 17:26:46.741+00 .. 2020-09-08 17:27:33.732+00}
1191168,{2020-09-08 17:27:24.197+00 .. 2020-09-08 17:28:06.771+00}
1191296,{2020-09-08 17:27:51.584+00 .. 2020-09-08 17:28:39.31+00}
1191424,{2020-09-08 17:28:23.167+00 .. 2020-09-08 17:32:29.257+00}
1191552,{2020-09-08 17:28:53.087+00 .. 2020-09-08 17:32:55.866+00}
1191680,{2020-09-08 17:32:46.655+00 .. 2020-09-08 17:33:31.389+00}
1191808,{2020-09-08 17:33:20.811+00 .. 2020-09-08 17:34:06.376+00}
1191936,{2020-09-08 17:33:52.326+00 .. 2020-09-08 17:34:35.247+00}
1192064,{2020-09-08 17:34:24.792+00 .. 2020-09-08 17:34:58.764+00}
1192192,{2020-09-08 17:34:49.255+00 .. 2020-09-08 17:35:20.277+00}
1192320,{2020-09-08 17:35:11.522+00 .. 2020-09-08 17:35:43.396+00}
1192448,{2020-09-08 17:35:34.798+00 .. 2020-09-08 17:36:08.246+00}
1192576,{2020-09-08 17:35:57.913+00 .. 2020-09-08 17:36:31.367+00}
1192704,{2020-09-08 17:36:21.992+00 .. 2020-09-08 17:36:57.143+00}
1192832,{2020-09-08 17:36:46.472+00 .. 2020-09-08 17:37:23.06+00}
1192960,{2020-09-08 17:37:12.49+00 .. 2020-09-08 17:37:45.203+00}
1193088,{2020-09-08 17:37:32.839+00 .. 2020-09-08 17:38:10.618+00}
1193216,{2020-09-08 17:37:59.014+00 .. 2020-09-08 17:38:31.898+00}
1193344,{2020-09-08 17:38:22.048+00 .. 2020-09-08 17:38:54.019+00}
1193472,{2020-09-08 17:38:44.572+00 .. 2020-09-08 17:39:23.214+00}
1193600,{2020-09-08 17:39:14.231+00 .. 2020-09-08 17:39:48.878+00}
1193728,{2020-09-08 17:39:36.49+00 .. 2020-09-08 17:40:12.668+00}
1193856,{2020-09-08 17:40:00.584+00 .. 2020-09-08 17:40:32.316+00}
1193984,{2020-09-08 17:40:26.482+00 .. 2020-09-08 17:41:12.447+00}
1194112,{2020-09-08 17:41:01.36+00 .. 2020-09-08 17:41:36.833+00}
1194240,{2020-09-08 17:41:25.373+00 .. 2020-09-08 17:41:59.189+00}
1194368,{2020-09-08 17:41:47.83+00 .. 2020-09-08 20:13:20.154+00}
1194496,{2020-09-08 17:42:13.157+00 .. 2020-09-08 22:41:55.384+00}
1194624,{2020-09-08 22:34:31.279+00 .. 2020-09-08 23:47:54.434+00}
1194752,{2020-09-08 23:30:47.483+00 .. 2020-09-09 21:17:10.082+00}
1194880,{2020-09-09 15:34:57.329+00 .. 2020-09-09 16:14:54.851+00}
1195008,{2020-09-09 16:06:55.862+00 .. 2020-09-09 16:15:22.897+00}
1195136,{2020-09-09 16:15:17.886+00 .. 2020-09-09 16:15:51.115+00}
1195264,{2020-09-09 16:15:46.367+00 .. 2020-09-09 16:16:14.689+00}
1195392,{2020-09-09 16:16:08.72+00 .. 2020-09-09 16:16:37.397+00}
1195520,{2020-09-09 16:16:31.04+00 .. 2020-09-09 16:17:00.753+00}
1195648,{2020-09-09 16:16:54.43+00 .. 2020-09-09 16:17:22.61+00}
1195776,{2020-09-09 16:17:17.275+00 .. 2020-09-09 16:17:46.95+00}
1195904,{2020-09-09 16:17:41.572+00 .. 2020-09-09 16:18:09.829+00}
1196032,{2020-09-09 16:18:04.636+00 .. 2020-09-09 16:18:28.587+00}
1196160,{2020-09-09 16:18:22.973+00 .. 2020-09-09 16:19:00.24+00}
1196288,{2020-09-09 16:18:47.709+00 .. 2020-09-09 16:19:26.462+00}
1196416,{2020-09-09 16:19:14.505+00 .. 2020-09-09 16:19:48.683+00}
1196544,{2020-09-09 16:19:37.217+00 .. 2020-09-09 16:22:18.509+00}
1196672,{2020-09-09 16:22:12.676+00 .. 2020-09-09 23:46:24.546+00}
1196800,{2020-09-09 16:22:40.675+00 .. 2020-09-09 16:23:16.126+00}
1196928,{2020-09-09 16:23:04.68+00 .. 2020-09-09 16:23:39.203+00}
1197056,{2020-09-09 16:23:28.702+00 .. 2020-09-09 16:24:01.958+00}
1197184,{2020-09-09 16:23:53.643+00 .. 2020-09-09 16:24:40.048+00}
1197312,{2020-09-09 16:24:15.211+00 .. 2020-09-09 16:24:56.411+00}
1197440,{2020-09-09 16:24:46.565+00 .. 2020-09-10 01:53:28.084+00}
1197568,{2020-09-09 16:25:11.041+00 .. 2020-09-09 16:25:47.38+00}
1197696,{2020-09-09 16:25:35.437+00 .. 2020-09-09 16:26:15.869+00}
1197824,{2020-09-09 16:25:57.419+00 .. 2020-09-09 16:26:43.009+00}
1197952,{2020-09-09 16:26:25.699+00 .. 2020-09-09 16:27:00.57+00}
1198080,{2020-09-09 16:26:48.867+00 .. 2020-09-09 16:27:22.643+00}
1198208,{2020-09-09 16:27:13.942+00 .. 2020-09-09 16:28:00.681+00}
1198336,{2020-09-09 16:27:39.466+00 .. 2020-09-09 16:28:27.966+00}
1198464,{2020-09-09 16:28:17.585+00 .. 2020-09-09 17:45:17.936+00}
1198592,{2020-09-09 16:28:36.142+00 .. 2020-09-09 17:47:29.148+00}
1198720,{2020-09-09 17:47:15.368+00 .. 2020-09-09 17:50:01.575+00}
1198848,{2020-09-09 17:49:34.249+00 .. 2020-09-09 17:52:50.315+00}
1198976,{2020-09-09 17:51:37.741+00 .. 2020-09-09 17:54:43.482+00}
1199104,{2020-09-09 17:53:38.806+00 .. 2020-09-09 17:56:26.756+00}
1199232,{2020-09-09 17:56:16.039+00 .. 2020-09-09 17:58:40.078+00}
1199360,{2020-09-09 17:57:48.606+00 .. 2020-09-09 18:01:20.831+00}
1199488,{2020-09-09 18:00:12.192+00 .. 2020-09-09 18:03:49.635+00}
1199616,{2020-09-09 18:02:20.96+00 .. 2020-09-09 18:05:27.26+00}
1199744,{2020-09-09 18:04:32.615+00 .. 2020-09-09 18:07:29.23+00}
1199872,{2020-09-09 18:06:28.63+00 .. 2020-09-09 18:09:58.65+00}
1200000,{2020-09-09 18:08:38.004+00 .. 2020-09-09 18:11:54.53+00}
1200128,{2020-09-09 18:10:41.233+00 .. 2020-09-09 18:13:36.336+00}
1200256,{2020-09-09 18:13:06.32+00 .. 2020-09-09 18:15:59.024+00}
1200384,{2020-09-09 18:14:58.41+00 .. 2020-09-09 18:17:35.983+00}
1200512,{2020-09-09 18:17:00.336+00 .. 2020-09-09 18:19:43.77+00}
1200640,{2020-09-09 18:18:58.082+00 .. 2020-09-09 18:21:40.167+00}
1200768,{2020-09-09 18:20:57.603+00 .. 2020-09-09 18:24:59.231+00}
1200896,{2020-09-09 18:24:51.436+00 .. 2020-09-09 18:26:39.486+00}
1201024,{2020-09-09 18:26:10.119+00 .. 2020-09-09 18:29:13.414+00}
1201152,{2020-09-09 18:28:19.226+00 .. 2020-09-09 19:33:29.021+00}
1201280,{2020-09-09 18:30:31.226+00 .. 2020-09-09 21:17:07.071+00}
1201408,{2020-09-09 18:32:49.254+00 .. 2020-09-09 20:00:14.984+00}
1201536,{2020-09-09 19:22:04.31+00 .. 2020-09-09 23:08:49.971+00}
1201664,{2020-09-09 22:30:48.166+00 .. 2020-09-09 23:29:12.955+00}
1201792,{2020-09-09 22:42:09.922+00 .. 2020-09-10 01:22:01.568+00}
1201920,{2020-09-10 00:51:04.357+00 .. 2020-09-10 19:31:47.501+00}
1202048,{2020-09-10 17:25:03.01+00 .. 2020-09-10 22:32:15.613+00}
1202176,{2020-09-10 21:51:56.617+00 .. 2020-09-11 02:09:30.623+00}
1202304,{2020-09-10 22:47:45.13+00 .. 2020-09-11 00:18:41.529+00}
1202432,{2020-09-10 23:21:35.129+00 .. 2020-09-11 19:42:55.789+00}
1202560,{2020-09-11 04:12:57.891+00 .. 2020-09-12 03:12:54.289+00}
1202688,{2020-09-11 19:58:08.745+00 .. 2020-09-12 00:18:20.143+00}
1202816,{2020-09-11 22:45:24.891+00 .. 2020-09-12 03:00:58.218+00}
1202944,{2020-09-11 23:35:41.744+00 .. 2020-09-12 04:07:18.236+00}
1203072,{2020-09-12 03:52:39.332+00 .. 2020-09-14 18:00:34.357+00}
1203200,{2020-09-14 03:55:06.729+00 .. 2020-09-14 03:57:56.113+00}
1203328,{2020-09-14 03:57:32.175+00 .. 2020-09-14 04:02:56.5+00}
1203456,{2020-09-14 04:01:12.552+00 .. 2020-09-14 04:20:08.233+00}
1203584,{2020-09-14 04:16:28.552+00 .. 2020-09-14 18:38:14.25+00}
1203712,{2020-09-14 18:38:14.385+00 .. 2020-09-15 03:35:58.87+00}
1203840,{2020-09-15 03:35:17.606+00 .. 2020-09-15 03:39:35.655+00}
1203968,{2020-09-15 03:38:42.988+00 .. 2020-09-15 03:43:41.693+00}
1204096,{2020-09-15 03:42:42.301+00 .. 2020-09-15 03:47:47.766+00}
1204224,{2020-09-15 03:46:48.746+00 .. 2020-09-15 03:55:28.251+00}
1204352,{2020-09-15 03:52:47.754+00 .. 2020-09-15 04:19:48.894+00}
1204480,{2020-09-15 04:12:18.361+00 .. 2020-09-15 23:05:00.462+00}
1204608,{2020-09-15 22:30:06.108+00 .. 2020-09-16 08:25:29.259+00}
1204736,{2020-09-16 07:27:30.502+00 .. 2020-09-16 12:39:24.735+00}
1204864,{2020-09-16 11:55:51.899+00 .. 2020-09-16 15:26:15.731+00}
1204992,{2020-09-16 15:22:34.972+00 .. 2020-09-16 18:12:39.457+00}
1205120,{2020-09-16 17:25:59.229+00 .. 2020-09-16 21:22:09.296+00}
1205248,{2020-09-16 20:48:58.958+00 .. 2020-09-16 23:32:16.657+00}
1205376,{2020-09-16 22:34:10.752+00 .. 2020-09-17 01:54:53.052+00}
1205504,{2020-09-17 00:32:58.344+00 .. 2020-09-17 05:06:04.657+00}
1205632,{2020-09-17 04:37:28.299+00 .. 2020-09-17 23:07:50.58+00}
1205760,{2020-09-17 22:30:06.155+00 .. 2020-09-17 22:36:27.858+00}
1205888,{2020-09-17 22:34:34.735+00 .. 2020-09-18 00:22:19.459+00}
1206016,{2020-09-18 00:20:38.447+00 .. 2020-09-18 15:09:50.147+00}
1206144,{2020-09-18 15:08:54.857+00 .. 2020-09-19 04:05:59.331+00}
1206272,{2020-09-19 01:15:25.594+00 .. 2020-09-20 06:16:31.002+00}
1206400,{2020-09-20 04:35:48.035+00 .. 2020-09-21 00:15:38.508+00}
1206528,{2020-09-20 23:54:36.827+00 .. 2020-09-21 04:11:31.121+00}
1206656,{2020-09-21 04:01:46.597+00 .. 2020-09-28 07:31:11.786+00}
1206784,{2020-09-25 04:25:57.108+00 .. 2020-09-27 09:55:53.492+00}
1206912,{2020-09-27 09:52:50.938+00 .. 2020-09-27 11:38:54.329+00}
1207040,{2020-09-27 10:00:46.81+00 .. 2020-09-27 11:45:04.995+00}
1207168,{2020-09-27 11:43:58.702+00 .. 2020-09-27 11:50:21.725+00}
1207296,{2020-09-27 11:48:57.58+00 .. 2020-09-27 11:55:00.998+00}
1207424,{2020-09-27 11:54:04.594+00 .. 2020-09-27 11:59:32.81+00}
1207552,{2020-09-27 11:58:28.593+00 .. 2020-09-27 12:03:34.702+00}
1207680,{2020-09-27 12:02:47.922+00 .. 2020-09-27 12:06:37.048+00}
1207808,{2020-09-27 12:06:03.607+00 .. 2020-09-27 12:09:18.202+00}
1207936,{2020-09-27 12:09:03.228+00 .. 2020-09-27 12:12:05.067+00}
1208064,{2020-09-27 12:11:32.286+00 .. 2020-09-27 12:14:41.175+00}
1208192,{2020-09-27 12:13:59.901+00 .. 2020-09-27 12:17:47.7+00}
1208320,{2020-09-27 12:16:56.626+00 .. 2020-09-27 12:20:45.468+00}
1208448,{2020-09-27 12:20:09.941+00 .. 2020-09-27 12:23:36.912+00}
1208576,{2020-09-27 12:23:02.309+00 .. 2020-09-27 12:26:36.175+00}
1208704,{2020-09-27 12:25:56.27+00 .. 2020-09-27 12:29:45.079+00}
1208832,{2020-09-27 12:29:04.44+00 .. 2020-09-27 12:32:53.169+00}
1208960,{2020-09-27 12:32:11.78+00 .. 2020-09-27 12:35:57.698+00}
1209088,{2020-09-27 12:35:15.916+00 .. 2020-09-28 12:20:08.532+00}
1209216,{2020-09-27 12:39:58.538+00 .. 2020-09-28 14:37:03.446+00}
1209344,{2020-09-28 09:12:29.992+00 .. 2020-09-28 15:20:33.386+00}
1209472,{2020-09-28 14:53:25.043+00 .. 2020-09-28 16:39:34.797+00}
1209600,{2020-09-28 15:42:55.95+00 .. 2020-09-28 17:51:53.696+00}
1209728,{2020-09-28 16:35:42.388+00 .. 2020-09-28 18:21:56.588+00}
1209856,{2020-09-28 17:09:22.567+00 .. 2020-09-28 18:23:57.726+00}
1209984,{2020-09-28 17:44:40.958+00 .. 2020-09-28 18:30:47.011+00}
1210112,{2020-09-28 18:16:18.545+00 .. 2020-09-28 19:07:12.728+00}
1210240,{2020-09-28 18:42:25.049+00 .. 2020-09-28 19:45:53.154+00}
1210368,{2020-09-28 19:10:05.988+00 .. 2020-09-28 19:47:58.66+00}
1210496,{2020-09-28 19:39:26.947+00 .. 2020-09-28 20:11:04.769+00}
1210624,{2020-09-28 19:55:52.242+00 .. 2020-09-28 20:23:08.918+00}
