blknum,value
506240,{2020-04-14 21:54:06.231+00 .. 2020-04-14 22:01:48.43+00}
506368,{2020-04-14 21:55:25.055+00 .. 2020-04-14 22:01:48.494+00}
506496,{2020-04-14 22:01:48.359+00 .. 2020-04-15 06:33:44.655+00}
506624,{2020-04-14 22:21:34.307+00 .. 2020-04-14 22:27:51.331+00}
506752,{2020-04-14 22:22:33.933+00 .. 2020-04-15 07:10:20.236+00}
506880,{2020-04-14 22:45:23.921+00 .. 2020-04-14 22:46:31.276+00}
507008,{2020-04-14 22:46:24.827+00 .. 2020-04-14 22:52:13.731+00}
507136,{2020-04-14 22:47:20.734+00 .. 2020-04-15 07:12:17.94+00}
507264,{2020-04-14 23:10:28.732+00 .. 2020-04-14 23:11:36.965+00}
507392,{2020-04-14 23:11:28.409+00 .. 2020-04-14 23:15:23.942+00}
507520,{2020-04-14 23:15:16.88+00 .. 2020-04-14 23:16:29.136+00}
507648,{2020-04-14 23:16:22.611+00 .. 2020-04-14 23:17:22.474+00}
507776,{2020-04-14 23:17:20.775+00 .. 2020-05-13 17:41:06.945+00}
507904,{2020-04-15 03:41:04.355+00 .. 2020-04-15 05:23:53.22+00}
508032,{2020-04-15 04:32:52.112+00 .. 2020-04-15 04:42:27.308+00}
508160,{2020-04-15 04:42:11.677+00 .. 2020-04-15 04:50:29.307+00}
508288,{2020-04-15 04:50:12.092+00 .. 2020-04-15 04:58:39.376+00}
508416,{2020-04-15 04:58:16.142+00 .. 2020-04-15 05:06:29.706+00}
508544,{2020-04-15 05:06:12.952+00 .. 2020-04-15 05:23:53.979+00}
508672,{2020-04-15 05:14:12.057+00 .. 2020-04-15 11:49:59.717+00}
508800,{2020-04-15 07:06:14.884+00 .. 2020-04-15 07:09:44.284+00}
508928,{2020-04-15 07:08:02.471+00 .. 2020-04-15 07:09:44.275+00}
509056,{2020-04-15 07:08:49.809+00 .. 2020-04-15 13:22:47.866+00}
509184,{2020-04-15 07:45:24.596+00 .. 2020-04-15 21:47:58.542+00}
509312,{2020-04-15 17:52:52.023+00 .. 2020-04-15 22:48:08.693+00}
509440,{2020-04-15 22:47:59.419+00 .. 2020-04-16 04:57:28.879+00}
509568,{2020-04-16 04:57:28.885+00 .. 2020-04-16 06:06:31.683+00}
509696,{2020-04-16 06:02:21.054+00 .. 2020-04-16 09:10:04.229+00}
509824,{2020-04-16 06:06:48.148+00 .. 2020-04-16 06:10:17.179+00}
509952,{2020-04-16 06:08:42.458+00 .. 2020-04-16 06:10:17.186+00}
510080,{2020-04-16 06:10:03.608+00 .. 2020-04-16 06:40:48.576+00}
510208,{2020-04-16 06:40:16.427+00 .. 2020-04-16 06:41:55.247+00}
510336,{2020-04-16 06:41:49.349+00 .. 2020-04-16 06:43:34.435+00}
510464,{2020-04-16 06:42:44.05+00 .. 2020-04-16 06:45:41.895+00}
510592,{2020-04-16 06:43:33.981+00 .. 2020-04-16 06:45:41.982+00}
510720,{2020-04-16 06:44:35.297+00 .. 2020-04-16 07:30:30.286+00}
510848,{2020-04-16 07:30:01.638+00 .. 2020-04-16 07:35:34.481+00}
510976,{2020-04-16 07:33:57.098+00 .. 2020-04-16 09:40:19.99+00}
511104,{2020-04-16 07:34:54.886+00 .. 2020-04-16 09:53:28.674+00}
511232,{2020-04-16 07:35:47.702+00 .. 2020-04-16 07:40:01.647+00}
511360,{2020-04-16 07:36:53.142+00 .. 2020-04-16 07:38:39.424+00}
511488,{2020-04-16 07:37:48.175+00 .. 2020-04-16 07:41:51.631+00}
511616,{2020-04-16 07:38:49.887+00 .. 2020-04-16 10:01:55.301+00}
511744,{2020-04-16 07:39:46.472+00 .. 2020-04-16 10:17:21.87+00}
511872,{2020-04-16 07:40:31.663+00 .. 2020-04-16 07:43:38.039+00}
512000,{2020-04-16 07:41:24.113+00 .. 2020-04-16 07:45:33.024+00}
512128,{2020-04-16 07:42:16.995+00 .. 2020-04-16 10:20:04.023+00}
512256,{2020-04-16 07:43:00.492+00 .. 2020-04-16 07:43:41.177+00}
512384,{2020-04-16 07:43:30.268+00 .. 2020-04-16 07:46:25.742+00}
512512,{2020-04-16 07:46:18.332+00 .. 2020-04-16 08:34:01.182+00}
512640,{2020-04-16 08:34:01.2+00 .. 2020-04-16 21:20:33.828+00}
512768,{2020-04-16 11:43:18.145+00 .. 2020-04-16 23:21:09.126+00}
512896,{2020-04-16 11:48:59.965+00 .. 2020-04-17 00:13:21.041+00}
513024,{2020-04-16 11:52:27.984+00 .. 2020-04-16 14:08:37.693+00}
513152,{2020-04-16 14:08:29.691+00 .. 2020-04-17 00:18:27.738+00}
513280,{2020-04-16 18:28:13.433+00 .. 2020-04-17 01:50:04.057+00}
513408,{2020-04-16 22:44:09.24+00 .. 2020-04-17 02:00:54.381+00}
513536,{2020-04-17 02:00:54.417+00 .. 2020-04-17 06:50:05.128+00}
513664,{2020-04-17 05:51:21.743+00 .. 2020-04-17 07:55:23.413+00}
513792,{2020-04-17 06:03:02.875+00 .. 2020-04-17 07:55:23.56+00}
513920,{2020-04-17 06:07:36.214+00 .. 2020-04-17 08:13:07.763+00}
514048,{2020-04-17 06:08:48.988+00 .. 2020-04-17 08:40:04.367+00}
514176,{2020-04-17 06:09:42.192+00 .. 2020-04-17 06:12:23.307+00}
514304,{2020-04-17 06:10:51.864+00 .. 2020-04-17 06:12:50.9+00}
514432,{2020-04-17 06:11:58.511+00 .. 2020-04-17 06:14:19.304+00}
514560,{2020-04-17 06:13:17.164+00 .. 2020-04-17 06:15:07.712+00}
514688,{2020-04-17 06:14:23.652+00 .. 2020-04-17 08:57:08.308+00}
514816,{2020-04-17 06:15:39.818+00 .. 2020-05-13 17:44:29.545+00}
514944,{2020-04-17 06:17:26.843+00 .. 2020-05-14 16:46:49.743+00}
515072,{2020-04-17 06:18:39.889+00 .. 2020-05-16 00:50:10.352+00}
515200,{2020-04-17 06:19:51.565+00 .. 2020-05-16 04:18:42.542+00}
515328,{2020-04-17 06:20:46.338+00 .. 2020-05-16 06:01:46.382+00}
515456,{2020-04-17 06:21:42.719+00 .. 2020-05-16 15:10:07.198+00}
515584,{2020-04-17 06:22:36.282+00 .. 2020-04-17 06:26:23.134+00}
515712,{2020-04-17 06:23:28.274+00 .. 2020-05-16 15:20:07.66+00}
515840,{2020-04-17 06:24:53.44+00 .. 2020-04-17 06:30:30.955+00}
515968,{2020-04-17 06:26:53.389+00 .. 2020-04-17 06:30:42.62+00}
516096,{2020-04-17 06:27:56.958+00 .. 2020-04-17 06:30:26.578+00}
516224,{2020-04-17 06:28:58.97+00 .. 2020-04-17 06:30:36.997+00}
516352,{2020-04-17 06:29:38.251+00 .. 2020-05-16 16:30:06.024+00}
516480,{2020-04-17 06:32:01.224+00 .. 2020-05-16 17:40:06.642+00}
516608,{2020-04-17 08:00:06.698+00 .. 2020-05-16 18:50:55.858+00}
516736,{2020-04-17 14:56:39.069+00 .. 2020-04-17 20:40:53.386+00}
516864,{2020-04-17 19:15:24.101+00 .. 2020-04-18 05:53:32.661+00}
516992,{2020-04-17 19:19:04.233+00 .. 2020-04-18 05:54:38.435+00}
517120,{2020-04-17 19:22:46.089+00 .. 2020-04-17 19:25:17.389+00}
517248,{2020-04-17 19:23:56.18+00 .. 2020-04-18 06:16:41.584+00}
517376,{2020-04-17 19:25:17.476+00 .. 2020-04-18 06:28:36.205+00}
517504,{2020-04-17 19:26:20.477+00 .. 2020-04-17 19:28:53.986+00}
517632,{2020-04-17 19:27:44.423+00 .. 2020-04-17 19:30:12.455+00}
517760,{2020-04-17 19:28:58.094+00 .. 2020-04-17 19:32:27.75+00}
517888,{2020-04-17 19:30:10.572+00 .. 2020-04-18 07:26:20.184+00}
518016,{2020-04-17 19:31:36.31+00 .. 2020-04-17 19:36:39.43+00}
518144,{2020-04-17 19:32:48.92+00 .. 2020-04-17 19:36:05.513+00}
518272,{2020-04-17 19:33:45.691+00 .. 2020-04-17 19:36:28.955+00}
518400,{2020-04-17 19:34:35.272+00 .. 2020-04-17 19:36:19.575+00}
518528,{2020-04-17 19:35:27.961+00 .. 2020-04-17 19:38:59.491+00}
518656,{2020-04-17 19:36:16.684+00 .. 2020-04-18 07:26:20.186+00}
518784,{2020-04-17 19:37:06.462+00 .. 2020-04-17 19:41:40.181+00}
518912,{2020-04-17 19:37:57.105+00 .. 2020-04-17 19:42:17.499+00}
519040,{2020-04-17 19:38:42.936+00 .. 2020-04-17 19:41:44.048+00}
519168,{2020-04-17 19:39:41.781+00 .. 2020-04-17 19:41:59.667+00}
519296,{2020-04-17 19:40:37.567+00 .. 2020-04-17 20:03:43.624+00}
519424,{2020-04-17 19:41:18.927+00 .. 2020-04-17 19:42:18.493+00}
519552,{2020-04-17 19:41:57.684+00 .. 2020-04-17 20:23:03.648+00}
519680,{2020-04-17 19:44:06.851+00 .. 2020-04-18 07:26:20.239+00}
519808,{2020-04-18 00:14:40.243+00 .. 2020-04-18 07:26:20.321+00}
519936,{2020-04-18 02:12:40.324+00 .. 2020-04-18 02:55:42.552+00}
520064,{2020-04-18 02:55:34.133+00 .. 2020-04-18 07:38:24.907+00}
520192,{2020-04-18 05:48:43.573+00 .. 2020-04-18 09:06:04.625+00}
520320,{2020-04-18 09:06:04.627+00 .. 2020-04-19 17:10:49.728+00}
520448,{2020-04-19 17:10:49.875+00 .. 2020-04-19 19:15:08.167+00}
520576,{2020-04-19 19:09:13.723+00 .. 2020-04-19 19:20:33.109+00}
520704,{2020-04-19 19:16:09.631+00 .. 2020-04-19 19:20:27.311+00}
520832,{2020-04-19 19:19:24.785+00 .. 2020-04-20 03:01:02.013+00}
520960,{2020-04-19 22:46:05.227+00 .. 2020-04-20 03:01:37.846+00}
521088,{2020-04-20 02:06:59.714+00 .. 2020-04-20 02:42:33.994+00}
521216,{2020-04-20 02:41:48.264+00 .. 2020-04-20 02:43:32.41+00}
521344,{2020-04-20 02:43:25.729+00 .. 2020-04-20 02:45:19.233+00}
521472,{2020-04-20 02:44:17.576+00 .. 2020-04-20 02:45:19.909+00}
521600,{2020-04-20 02:45:08.583+00 .. 2020-04-20 02:48:46.499+00}
521728,{2020-04-20 02:48:19.045+00 .. 2020-04-20 06:40:04.037+00}
521856,{2020-04-20 06:01:43.831+00 .. 2020-04-20 07:16:10.072+00}
521984,{2020-04-20 06:04:34.099+00 .. 2020-04-20 06:08:57.015+00}
522112,{2020-04-20 06:08:10.987+00 .. 2020-04-20 07:16:10.115+00}
522240,{2020-04-20 06:09:13.745+00 .. 2020-04-20 07:20:03.88+00}
522368,{2020-04-20 06:10:35.2+00 .. 2020-04-20 06:12:23.863+00}
522496,{2020-04-20 06:11:37.897+00 .. 2020-04-20 06:12:59.636+00}
522624,{2020-04-20 06:12:24.455+00 .. 2020-04-20 06:13:18.999+00}
522752,{2020-04-20 06:12:56.257+00 .. 2020-04-20 06:13:59.55+00}
522880,{2020-04-20 06:13:22.472+00 .. 2020-04-20 06:14:32.087+00}
523008,{2020-04-20 06:14:02.932+00 .. 2020-04-20 06:14:56.325+00}
523136,{2020-04-20 06:14:28.954+00 .. 2020-04-20 06:15:38.591+00}
523264,{2020-04-20 06:14:55.739+00 .. 2020-04-20 06:16:53.998+00}
523392,{2020-04-20 06:15:25.589+00 .. 2020-04-20 06:16:46.892+00}
523520,{2020-04-20 06:15:51.537+00 .. 2020-04-20 06:18:18.808+00}
523648,{2020-04-20 06:16:45.732+00 .. 2020-04-20 06:19:09.497+00}
523776,{2020-04-20 06:17:31.133+00 .. 2020-04-20 08:30:24.454+00}
523904,{2020-04-20 06:18:24.991+00 .. 2020-04-20 06:20:32.392+00}
524032,{2020-04-20 06:19:24.766+00 .. 2020-04-20 09:35:53.684+00}
524160,{2020-04-20 06:20:25.957+00 .. 2020-04-20 06:22:32.302+00}
524288,{2020-04-20 06:21:32.216+00 .. 2020-04-20 06:24:37.152+00}
524416,{2020-04-20 06:22:16.615+00 .. 2020-04-20 06:25:18.95+00}
524544,{2020-04-20 06:23:17.826+00 .. 2020-04-20 09:58:16.198+00}
524672,{2020-04-20 09:50:57.74+00 .. 2020-04-20 09:52:39.996+00}
524800,{2020-04-20 09:51:19.097+00 .. 2020-04-20 09:52:41.309+00}
524928,{2020-04-20 09:51:47.752+00 .. 2020-04-20 09:55:54.394+00}
525056,{2020-04-20 09:52:13.324+00 .. 2020-04-20 09:56:11.557+00}
525184,{2020-04-20 09:52:38.796+00 .. 2020-04-20 09:56:37.78+00}
525312,{2020-04-20 09:53:12.343+00 .. 2020-04-20 09:56:42.592+00}
525440,{2020-04-20 09:53:39.794+00 .. 2020-04-20 09:55:58.248+00}
525568,{2020-04-20 09:54:07.972+00 .. 2020-04-20 09:56:13.368+00}
525696,{2020-04-20 09:54:35.826+00 .. 2020-04-20 09:55:43.936+00}
525824,{2020-04-20 09:55:04.466+00 .. 2020-04-20 09:55:41.906+00}
525952,{2020-04-20 09:55:32.52+00 .. 2020-04-20 09:56:40.475+00}
526080,{2020-04-20 09:55:58.066+00 .. 2020-04-20 09:56:41.92+00}
526208,{2020-04-20 09:56:25.694+00 .. 2020-04-20 09:59:10.414+00}
526336,{2020-04-20 09:59:10.415+00 .. 2020-04-20 10:04:19.387+00}
526464,{2020-04-20 10:02:10.834+00 .. 2020-04-20 23:00:03.725+00}
526592,{2020-04-20 19:18:27.497+00 .. 2020-04-21 07:20:43.277+00}
526720,{2020-04-21 07:20:43.905+00 .. 2020-04-22 04:27:02.719+00}
526848,{2020-04-21 18:33:05.083+00 .. 2020-04-22 05:00:03.847+00}
526976,{2020-04-21 21:59:08.549+00 .. 2020-04-22 05:38:49+00}
527104,{2020-04-22 01:07:07.156+00 .. 2020-04-22 06:50:03.867+00}
527232,{2020-04-22 03:48:17.644+00 .. 2020-04-22 06:02:26.006+00}
527360,{2020-04-22 06:00:42.821+00 .. 2020-04-22 06:06:12.925+00}
527488,{2020-04-22 06:03:44.085+00 .. 2020-04-22 06:51:31.924+00}
527616,{2020-04-22 06:07:25.876+00 .. 2020-04-22 07:10:03.904+00}
527744,{2020-04-22 06:12:04.34+00 .. 2020-04-22 07:47:05.302+00}
527872,{2020-04-22 06:13:44.309+00 .. 2020-04-22 06:15:55.005+00}
528000,{2020-04-22 06:15:04.444+00 .. 2020-04-22 06:16:37.715+00}
528128,{2020-04-22 06:15:59.206+00 .. 2020-04-22 06:17:57.956+00}
528256,{2020-04-22 06:16:58.96+00 .. 2020-04-22 06:19:25.786+00}
528384,{2020-04-22 06:17:59.82+00 .. 2020-04-22 06:20:24.922+00}
528512,{2020-04-22 06:19:11.325+00 .. 2020-04-22 06:21:33.961+00}
528640,{2020-04-22 06:20:38.177+00 .. 2020-04-22 06:21:51.727+00}
528768,{2020-04-22 06:21:29.701+00 .. 2020-04-22 06:24:26.244+00}
528896,{2020-04-22 06:22:18.09+00 .. 2020-04-22 08:30:03.739+00}
529024,{2020-04-22 06:23:43.923+00 .. 2020-04-22 06:27:46.976+00}
529152,{2020-04-22 06:26:35.259+00 .. 2020-04-22 06:29:28.585+00}
529280,{2020-04-22 06:27:43.222+00 .. 2020-04-22 06:30:00.237+00}
529408,{2020-04-22 06:28:34.207+00 .. 2020-04-22 06:33:57.704+00}
529536,{2020-04-22 06:29:27.716+00 .. 2020-04-22 06:34:11.515+00}
529664,{2020-04-22 06:30:22.816+00 .. 2020-04-22 08:40:24.21+00}
529792,{2020-04-22 06:31:17.272+00 .. 2020-04-22 12:50:03.732+00}
529920,{2020-04-22 06:33:40.447+00 .. 2020-04-22 14:30:03.844+00}
530048,{2020-04-22 06:34:38.736+00 .. 2020-04-22 06:37:37.652+00}
530176,{2020-04-22 06:35:27.212+00 .. 2020-04-22 06:37:35.868+00}
530304,{2020-04-22 06:36:28.214+00 .. 2020-04-22 06:37:34.838+00}
530432,{2020-04-22 06:37:05.717+00 .. 2020-04-22 06:40:05.777+00}
530560,{2020-04-22 06:37:37.178+00 .. 2020-04-22 06:41:02.367+00}
530688,{2020-04-22 06:39:49.219+00 .. 2020-04-22 14:47:27.893+00}
530816,{2020-04-22 10:18:07.158+00 .. 2020-04-22 14:51:47.192+00}
530944,{2020-04-22 12:35:30.6+00 .. 2020-04-22 19:10:04.669+00}
531072,{2020-04-22 17:46:08.123+00 .. 2020-04-22 20:02:06.318+00}
531200,{2020-04-22 19:59:02.405+00 .. 2020-04-23 02:57:37.71+00}
531328,{2020-04-22 21:28:22.166+00 .. 2020-04-23 03:46:23.348+00}
531456,{2020-04-23 00:46:21.356+00 .. 2020-04-23 03:51:23.816+00}
531584,{2020-04-23 03:18:13.019+00 .. 2020-04-23 04:41:24.309+00}
531712,{2020-04-23 04:39:24.636+00 .. 2020-04-23 08:27:27.27+00}
531840,{2020-04-23 07:17:02.857+00 .. 2020-04-23 11:31:21.14+00}
531968,{2020-04-23 11:06:50.922+00 .. 2020-04-23 12:53:25.98+00}
532096,{2020-04-23 12:35:12.379+00 .. 2020-04-23 12:40:25.344+00}
532224,{2020-04-23 12:39:17.07+00 .. 2020-04-23 12:41:39.665+00}
532352,{2020-04-23 12:40:29.578+00 .. 2020-04-23 13:44:11.217+00}
532480,{2020-04-23 13:44:11.247+00 .. 2020-04-23 14:25:53.483+00}
532608,{2020-04-23 14:21:53.512+00 .. 2020-04-23 14:26:38.757+00}
532736,{2020-04-23 14:25:47.498+00 .. 2020-04-23 14:42:26.073+00}
532864,{2020-04-23 14:38:50.41+00 .. 2020-04-23 14:42:18.686+00}
532992,{2020-04-23 14:40:24.093+00 .. 2020-04-23 14:42:26.726+00}
533120,{2020-04-23 14:41:23.236+00 .. 2020-04-23 14:42:37.092+00}
533248,{2020-04-23 14:42:19.338+00 .. 2020-04-23 14:53:42.756+00}
533376,{2020-04-23 14:53:27.648+00 .. 2020-04-23 23:22:38.214+00}
533504,{2020-04-23 23:12:04.734+00 .. 2020-04-24 11:17:57.35+00}
533632,{2020-04-24 06:01:06.536+00 .. 2020-04-24 13:08:19.06+00}
533760,{2020-04-24 11:03:36.623+00 .. 2020-04-24 13:30:36.494+00}
533888,{2020-04-24 11:36:27.937+00 .. 2020-04-24 11:38:39.92+00}
534016,{2020-04-24 11:38:05.636+00 .. 2020-04-24 11:39:55.212+00}
534144,{2020-04-24 11:39:23.713+00 .. 2020-04-24 11:41:05.601+00}
534272,{2020-04-24 11:40:18.75+00 .. 2020-04-24 11:41:47.49+00}
534400,{2020-04-24 11:41:22.841+00 .. 2020-04-24 11:46:44.09+00}
534528,{2020-04-24 11:44:42.256+00 .. 2020-04-24 11:46:08.927+00}
534656,{2020-04-24 11:45:40.636+00 .. 2020-04-24 11:48:15.088+00}
534784,{2020-04-24 11:47:07.764+00 .. 2020-04-24 11:48:51.281+00}
534912,{2020-04-24 11:48:17.225+00 .. 2020-04-24 11:51:05.418+00}
535040,{2020-04-24 11:49:35.832+00 .. 2020-04-24 11:50:48.471+00}
535168,{2020-04-24 11:50:27.284+00 .. 2020-04-24 11:52:08.624+00}
535296,{2020-04-24 11:51:33.855+00 .. 2020-04-24 11:52:54.302+00}
535424,{2020-04-24 11:52:11.391+00 .. 2020-04-24 11:55:58.087+00}
535552,{2020-04-24 11:55:49.272+00 .. 2020-04-24 13:36:19.305+00}
535680,{2020-04-24 12:49:42.15+00 .. 2020-04-24 12:51:57.931+00}
535808,{2020-04-24 12:51:56.721+00 .. 2020-04-24 14:19:54.665+00}
535936,{2020-04-24 13:38:45.304+00 .. 2020-04-24 13:43:53.871+00}
536064,{2020-04-24 13:42:08.136+00 .. 2020-04-24 13:43:53.869+00}
536192,{2020-04-24 13:43:21.96+00 .. 2020-04-24 14:23:47.113+00}
536320,{2020-04-24 14:22:15.517+00 .. 2020-04-24 17:38:13.628+00}
536448,{2020-04-24 14:42:07.528+00 .. 2020-04-24 14:47:33.256+00}
536576,{2020-04-24 14:45:05.232+00 .. 2020-04-24 14:50:05.669+00}
536704,{2020-04-24 14:48:00.205+00 .. 2020-04-24 14:53:08.396+00}
536832,{2020-04-24 14:50:20.568+00 .. 2020-04-24 14:53:32.604+00}
536960,{2020-04-24 14:51:40.879+00 .. 2020-04-24 15:52:32.262+00}
537088,{2020-04-24 14:52:48.162+00 .. 2020-04-24 17:22:38.369+00}
537216,{2020-04-24 17:15:44.141+00 .. 2020-04-25 01:40:04.33+00}
537344,{2020-04-24 18:18:42.482+00 .. 2020-04-24 18:21:18.879+00}
537472,{2020-04-24 18:20:06.754+00 .. 2020-04-24 18:23:16.79+00}
537600,{2020-04-24 18:21:14.449+00 .. 2020-04-24 18:23:57.289+00}
537728,{2020-04-24 18:22:13.72+00 .. 2020-04-24 18:26:45.948+00}
537856,{2020-04-24 18:23:07.864+00 .. 2020-04-24 18:29:59.559+00}
537984,{2020-04-24 18:24:25.892+00 .. 2020-04-24 18:26:43.878+00}
538112,{2020-04-24 18:25:28.787+00 .. 2020-04-24 18:30:12.78+00}
538240,{2020-04-24 18:26:29.911+00 .. 2020-04-24 18:31:42.325+00}
538368,{2020-04-24 18:27:27.745+00 .. 2020-04-25 02:30:52.033+00}
538496,{2020-04-24 18:28:24.049+00 .. 2020-04-24 18:31:02.583+00}
538624,{2020-04-24 18:29:24.608+00 .. 2020-04-25 02:43:06.904+00}
538752,{2020-04-24 18:30:48.328+00 .. 2020-04-24 18:36:30.238+00}
538880,{2020-04-24 18:31:29.29+00 .. 2020-04-25 03:00:04.716+00}
539008,{2020-04-24 18:35:33.749+00 .. 2020-04-25 04:29:17.478+00}
539136,{2020-04-24 18:36:52.131+00 .. 2020-04-24 18:44:04.564+00}
539264,{2020-04-24 18:43:32.993+00 .. 2020-04-25 04:29:17.908+00}
539392,{2020-04-24 19:16:25.873+00 .. 2020-04-25 04:30:22.36+00}
539520,{2020-04-25 01:07:22.396+00 .. 2020-05-16 22:14:07.873+00}
539648,{2020-04-25 06:39:02.656+00 .. 2020-05-16 22:52:27.095+00}
539776,{2020-04-25 06:42:51.49+00 .. 2020-05-17 01:10:03.846+00}
539904,{2020-04-25 06:47:20.796+00 .. 2020-05-17 01:46:37.564+00}
540032,{2020-04-25 06:51:49.983+00 .. 2020-04-25 06:53:28.248+00}
540160,{2020-04-25 06:52:53.284+00 .. 2020-04-25 07:02:22.104+00}
540288,{2020-04-25 07:01:58.289+00 .. 2020-05-16 19:10:03.951+00}
540416,{2020-04-25 07:02:47.886+00 .. 2020-05-16 20:30:04.476+00}
540544,{2020-04-25 07:04:42.434+00 .. 2020-04-25 07:07:10.52+00}
540672,{2020-04-25 07:06:21.083+00 .. 2020-04-25 07:08:50.817+00}
540800,{2020-04-25 07:07:41.225+00 .. 2020-04-25 07:09:34.76+00}
540928,{2020-04-25 07:08:50.942+00 .. 2020-05-16 21:00:04.145+00}
541056,{2020-04-25 07:09:59.536+00 .. 2020-04-25 07:11:57.853+00}
541184,{2020-04-25 07:11:16.863+00 .. 2020-04-25 07:13:35.04+00}
541312,{2020-04-25 07:12:16.433+00 .. 2020-04-25 07:15:35.875+00}
541440,{2020-04-25 07:13:16.221+00 .. 2020-04-25 07:16:30.067+00}
541568,{2020-04-25 07:14:20.79+00 .. 2020-04-25 07:17:54.835+00}
541696,{2020-04-25 07:15:28.466+00 .. 2020-04-25 07:50:05.966+00}
541824,{2020-04-25 07:16:23.802+00 .. 2020-04-25 09:10:05.662+00}
541952,{2020-04-25 07:16:59.329+00 .. 2020-04-25 11:16:32.92+00}
542080,{2020-04-25 07:17:56.857+00 .. 2020-04-25 13:16:24.614+00}
542208,{2020-04-25 07:18:58.165+00 .. 2020-04-25 13:17:55.791+00}
542336,{2020-04-25 07:19:57.792+00 .. 2020-04-25 13:19:05.581+00}
542464,{2020-04-25 07:20:56.685+00 .. 2020-04-25 07:24:56.534+00}
542592,{2020-04-25 07:21:48.677+00 .. 2020-04-25 07:27:02.581+00}
542720,{2020-04-25 07:22:44.378+00 .. 2020-04-25 07:26:33.623+00}
542848,{2020-04-25 07:23:23.857+00 .. 2020-04-25 07:27:02.706+00}
542976,{2020-04-25 07:26:36.246+00 .. 2020-04-25 13:55:54.018+00}
543104,{2020-04-25 12:01:27.402+00 .. 2020-04-26 01:30:04.239+00}
543232,{2020-04-25 15:12:00.756+00 .. 2020-04-25 21:59:25.259+00}
543360,{2020-04-25 21:59:09.451+00 .. 2020-04-26 04:38:41.862+00}
543488,{2020-04-26 04:38:04.933+00 .. 2020-04-26 06:04:18.253+00}
543616,{2020-04-26 06:01:40.781+00 .. 2020-04-26 06:08:48.324+00}
543744,{2020-04-26 06:05:48.626+00 .. 2020-05-17 09:30:04.465+00}
543872,{2020-04-26 06:10:33.456+00 .. 2020-05-17 09:44:48.875+00}
544000,{2020-04-26 06:13:21.206+00 .. 2020-04-26 06:15:03.797+00}
544128,{2020-04-26 06:14:45.915+00 .. 2020-04-26 06:15:59.643+00}
544256,{2020-04-26 06:15:13.256+00 .. 2020-04-26 06:17:42.009+00}
544384,{2020-04-26 06:16:26.791+00 .. 2020-04-26 06:19:24.797+00}
544512,{2020-04-26 06:17:40.571+00 .. 2020-04-26 06:20:03.674+00}
544640,{2020-04-26 06:18:52.986+00 .. 2020-05-17 03:29:13.836+00}
544768,{2020-04-26 06:20:16.381+00 .. 2020-04-26 06:21:51.087+00}
544896,{2020-04-26 06:21:12.386+00 .. 2020-04-26 06:23:18.757+00}
545024,{2020-04-26 06:21:55.906+00 .. 2020-04-26 06:25:43.234+00}
545152,{2020-04-26 06:23:12.695+00 .. 2020-04-26 06:25:57.131+00}
545280,{2020-04-26 06:24:30.995+00 .. 2020-04-26 06:27:02.106+00}
545408,{2020-04-26 06:25:37.333+00 .. 2020-04-26 06:44:29.687+00}
545536,{2020-04-26 06:26:30.343+00 .. 2020-04-26 06:28:25.608+00}
545664,{2020-04-26 06:27:26.215+00 .. 2020-04-26 06:30:05.708+00}
545792,{2020-04-26 06:28:21.149+00 .. 2020-04-26 06:32:14.166+00}
545920,{2020-04-26 06:29:07.026+00 .. 2020-04-26 06:33:58.431+00}
546048,{2020-04-26 06:29:58.744+00 .. 2020-04-26 06:34:23.034+00}
546176,{2020-04-26 06:30:53.299+00 .. 2020-04-26 06:34:28.577+00}
546304,{2020-04-26 06:31:41.62+00 .. 2020-04-26 06:34:22.71+00}
546432,{2020-04-26 06:32:34.8+00 .. 2020-04-26 06:34:33.474+00}
546560,{2020-04-26 06:33:32.113+00 .. 2020-04-26 06:36:18.442+00}
546688,{2020-04-26 06:34:02.563+00 .. 2020-04-26 06:36:18.584+00}
546816,{2020-04-26 06:36:11.729+00 .. 2020-04-26 20:00:58.568+00}
546944,{2020-04-26 19:59:10.231+00 .. 2020-04-27 08:40:05.371+00}
547072,{2020-04-27 06:01:20.461+00 .. 2020-04-27 06:08:19.949+00}
547200,{2020-04-27 06:05:11.905+00 .. 2020-04-27 09:20:06.982+00}
547328,{2020-04-27 06:09:31.275+00 .. 2020-04-27 06:16:23.626+00}
547456,{2020-04-27 06:14:14.015+00 .. 2020-04-27 06:16:55.085+00}
547584,{2020-04-27 06:16:18.661+00 .. 2020-04-27 06:17:33.057+00}
547712,{2020-04-27 06:17:21.624+00 .. 2020-04-27 06:19:16.108+00}
547840,{2020-04-27 06:18:07.055+00 .. 2020-04-27 06:20:13.468+00}
547968,{2020-04-27 06:19:44.965+00 .. 2020-04-27 08:34:00.854+00}
548096,{2020-04-27 06:21:11.529+00 .. 2020-04-27 06:23:54.288+00}
548224,{2020-04-27 06:22:28.805+00 .. 2020-04-27 06:24:34.373+00}
548352,{2020-04-27 06:24:10.285+00 .. 2020-04-27 06:25:47.044+00}
548480,{2020-04-27 06:24:45.433+00 .. 2020-04-27 06:27:03.936+00}
548608,{2020-04-27 06:26:01.007+00 .. 2020-04-27 06:29:08.688+00}
548736,{2020-04-27 06:27:38.432+00 .. 2020-04-27 08:34:12.517+00}
